Cod,Freq,Mag
1,1310,4.8926
1,1320,3.9598
1,1330,3.6973
1,1340,5.1216
1,1350,4.0093
1,1360,3.8551
1,1370,4.0773
1,1380,4.0906
1,1390,3.6659
1,1400,4.467
1,1410,4.5027
1,1420,3.7096
1,1430,3.787
1,1440,4.3406
1,1450,3.5535
1,1460,4.3247
1,1470,4.4729
1,1480,3.6669
1,1490,4.5402
1,1500,3.4145
1,1510,3.9804
1,1520,3.3677
1,1530,3.8481
1,1540,3.0793
1,1550,3.3692
1,1560,3.5198
1,1570,3.1354
1,1580,3.1838
1,1590,2.8078
1,1600,3.9775
1,1610,3.8586
1,1620,3.2213
1,1630,3.7025
1,1640,3.436
1,1650,3.0273
1,1660,3.4885
1,1670,3.5448
1,1680,3.3864
1,1690,3.416
1,1700,3.6719
1,1710,3.4994
1,1720,3.3531
1,1730,2.4124
1,1740,3.1089
1,1750,2.7383
1,1760,2.9221
1,1770,2.7135
1,1780,2.881
1,1790,2.7331
1,1800,1.7406
1,1810,2.9059
1,1820,2.7576
1,1830,2.2043
1,1840,3.3393
1,1850,2.9034
1,1860,3.5973
1,1870,3.5843
1,1880,3.656
1,1890,3.2203
1,1900,3.0658
1,1910,3.4356
1,1920,2.9282
1,1930,3.0192
1,1940,2.2647
1,1950,2.3421
1,1960,2.5097
1,1970,1.9131
1,1980,2.3544
1,1990,2.4486
1,2000,2.3394
1,2010,1.8278
1,2020,2.1091
1,2030,2.8888
1,2040,2.9267
1,2050,3.0512
1,2060,3.0325
1,2070,3.0775
1,2080,2.6458
1,2090,2.977
1,2100,2.3572
1,2110,2.1749
1,2120,2.3893
1,2130,2.0387
1,2140,1.4689
1,2150,1.4571
1,2160,1.3458
1,2170,1.1759
1,2180,0.9684
1,2190,0.573
1,2200,0.9711
1,2210,1.1337
1,2220,1.2859
1,2230,0.9557
1,2240,1.4733
1,2250,1.3748
1,2260,1.5866
1,2270,2.1285
1,2280,2.3438
1,2290,2.3361
1,2300,2.1577
1,2310,2.264
1,2320,2.0682
1,2330,2.2298
1,2340,1.6155
1,2350,1.7253
1,2360,1.7027
1,2370,1.2022
1,2380,1.4655
1,2390,1.4497
1,2400,1.4695
1,2410,1.4789
1,2420,1.4538
1,2430,1.6319
1,2440,1.6059
1,2450,1.7518
1,2460,1.9357
1,2470,1.9928
1,2480,1.8232
1,2490,1.7933
1,2500,1.7873
1,2510,1.589
1,2520,1.2035
1,2530,0.7977
1,2540,0.8563
1,2550,0.5309
1,2560,0.8369
1,2570,0.8475
1,2580,0.8409
1,2590,0.7209
1,2600,0.5547
1,2610,1.0965
1,2620,1.2486
1,2630,1.4211
1,2640,1.5302
1,2650,1.4622
1,2660,1.6398
1,2670,1.1035
1,2680,1.369
1,2690,1.2234
1,2700,1.1067
1,2710,0.7173
1,2720,0.8231
1,2730,0.5663
1,2740,0.5166
1,2750,-0.0779
1,2760,0.2703
1,2770,0.1468
1,2780,0.3763
1,2790,0.2515
1,2800,-0.0077
1,2810,0.383
1,2820,0.759
1,2830,0.828
1,2840,0.8448
1,2850,0.9301
1,2860,0.3701
1,2870,0.7064
1,2880,0.6546
1,2890,0.3872
1,2900,0.1864
1,2910,0.0673
1,2920,-0.1368
1,2930,-0.1483
1,2940,-0.6167
1,2950,-0.2732
1,2960,-0.3308
1,2970,-0.2027
1,2980,-0.572
1,2990,-0.9997
1,3000,-1.2953
1,3010,-2.639
1,3020,-4.0069
1,3030,-5.9848
1,3040,-7.5449
1,3050,-7.5698
1,3060,-5.0264
1,3070,-3.4937
1,3080,-3.0335
1,3090,-2.7761
1,3100,-2.3389
1,3110,-2.4974
1,3120,-3.2853
1,3130,-2.7931
1,3140,-3.4873
1,3150,-3.8146
1,3160,-3.1146
1,3170,-3.153
1,3180,-2.9611
1,3190,-2.7295
1,3200,-2.9661
1,3210,-2.1558
1,3220,-2.4622
1,3230,-1.5992
1,3240,-1.676
1,3250,-1.8089
1,3260,-1.2618
1,3270,-1.6401
1,3280,-1.5643
1,3290,-1.9449
1,3300,-2.499
1,3310,-2.7911
1,3320,-2.8638
1,3330,-3.411
1,3340,-3.6013
1,3350,-4.2163
1,3360,-3.8113
1,3370,-3.9874
1,3380,-4.1277
1,3390,-4.635
1,3400,-4.5088
1,3410,-5.0706
1,3420,-6.1277
1,3430,-7.6983
1,3440,-9.5551
1,3450,-10.8883
1,3460,-10.5645
1,3470,-7.7239
1,3480,-6.1241
1,3490,-4.7019
1,3500,-4.3173
1,3510,-3.785
1,3520,-3.4731
1,3530,-3.8742
1,3540,-3.8006
1,3550,-4.4306
1,3560,-4.1743
1,3570,-5.132
1,3580,-4.7865
1,3590,-4.1785
1,3600,-4.4147
1,3610,-3.9521
1,3620,-4.612
1,3630,-3.6635
1,3640,-3.7006
1,3650,-2.922
1,3660,-2.6179
1,3670,-2.4639
1,3680,-2.4864
1,3690,-2.9032
1,3700,-2.2011
1,3710,-2.6501
1,3720,-2.9345
1,3730,-2.9157
1,3740,-2.8954
1,3750,-2.9892
1,3760,-3.7172
1,3770,-4.0831
1,3780,-3.8081
1,3790,-4.156
1,3800,-4.6211
1,3810,-5.1889
1,3820,-6.3426
1,3830,-6.824
1,3840,-7.3063
1,3850,-5.9608
1,3860,-6.122
1,3870,-5.2334
1,3880,-3.9751
1,3890,-4.7083
1,3900,-4.0374
1,3910,-3.5483
1,3920,-3.666
1,3930,-3.121
1,3940,-4.2767
1,3950,-3.531
1,3960,-4.0945
1,3970,-4.1018
1,3980,-3.6667
1,3990,-3.4574
1,4000,-3.3563
1,4010,2.9202
1,4020,2.8786
1,4030,3.014
1,4040,3.403
1,4050,3.8071
1,4060,2.9104
1,4070,3.2453
1,4080,3.3409
1,4090,3.3982
1,4100,3.2846
1,4110,2.8827
1,4120,1.9881
1,4130,2.2788
1,4140,1.7274
1,4150,1.2106
1,4160,0.8224
1,4170,0.025
1,4180,-1.6429
1,4190,-3.8847
1,4200,-3.8588
1,4210,-3.5208
1,4220,-2.1958
1,4230,-0.5393
1,4240,0.7519
1,4250,1.3642
1,4260,2.3084
1,4270,2.4877
1,4280,1.7242
1,4290,1.8093
1,4300,2.6101
1,4310,1.5924
1,4320,2.6099
1,4330,2.3379
1,4340,1.5852
1,4350,2.7358
1,4360,2.7049
1,4370,2.3641
1,4380,1.7836
1,4390,2.3123
1,4400,2.563
1,4410,2.1361
1,4420,1.3186
1,4430,1.0586
1,4440,1.706
1,4450,1.4891
1,4460,1.0825
1,4470,-0.1799
1,4480,0.6222
1,4490,-0.4846
1,4500,-0.2547
1,4510,-0.6998
1,4520,0.0252
1,4530,-0.2771
1,4540,-1.3103
1,4550,-0.098
1,4560,-0.9119
1,4570,-0.0555
1,4580,-0.6402
1,4590,-0.6021
1,4600,-0.7952
1,4610,-1.622
1,4620,-1.3215
1,4630,-1.6866
1,4640,-1.4218
1,4650,-0.2175
1,4660,-0.8321
1,4670,-0.6567
1,4680,-1.7255
1,4690,-0.5984
1,4700,-1.236
1,4710,-2.2064
1,4720,-2.4558
1,4730,-1.7816
1,4740,-2.446
1,4750,-1.6066
1,4760,-2.3839
1,4770,-0.7811
1,4780,-1.0672
1,4790,-1.6628
1,4800,-1.0583
1,4810,-0.2848
1,4820,-0.1387
1,4830,-0.6377
1,4840,-0.545
1,4850,0.6437
1,4860,-0.0907
1,4870,0.785
1,4880,0.5474
1,4890,0.5057
1,4900,-1.1591
1,4910,-1.7961
1,4920,-2.0293
1,4930,-3.4624
1,4940,-5.3895
1,4950,-5.0143
1,4960,-4.7963
1,4970,-5.8112
1,4980,-4.2676
1,4990,-2.9642
1,5000,-2.5033
1,5010,-2.5621
1,5020,-1.4452
1,5030,-1.773
1,5040,-0.8466
1,5050,-0.4037
1,5060,-1.2088
1,5070,0.1009
1,5080,0.2736
1,5090,0.3648
1,5100,-0.1205
1,5110,0.4041
1,5120,0.4383
1,5130,-0.3535
1,5140,0.437
1,5150,0.0406
1,5160,0.1098
1,5170,-0.351
1,5180,-0.3349
1,5190,-0.6405
1,5200,-1.5205
1,5210,-1.63
1,5220,-1.7617
1,5230,-3.5472
1,5240,-2.8501
1,5250,-3.5053
1,5260,-4.2009
1,5270,-6.5461
1,5280,-6.0366
1,5290,-4.396
1,5300,-3.8438
1,5310,-2.7044
1,5320,-2.2097
1,5330,-1.9368
1,5340,-2.8231
1,5350,-1.6593
1,5360,-2.2816
1,5370,-1.4577
1,5380,-1.3214
1,5390,-2.3718
1,5400,-3.0704
1,5410,-1.9411
1,5420,-2.0357
1,5430,-2.0472
1,5440,-2.9664
1,5450,-2.7226
1,5460,-4.1237
1,5470,-3.6802
1,5480,-3.5097
1,5490,-4.4537
1,5500,-2.6155
1,5510,-2.6646
1,5520,-2.8732
1,5530,-4.3281
1,5540,-4.014
1,5550,-4.1205
1,5560,-3.7448
1,5570,-3.4922
1,5580,-5.398
1,5590,-4.8026
1,5600,-5.779
1,5610,-5.7916
1,5620,-7.4331
1,5630,-4.9412
1,5640,-4.8394
1,5650,-4.6832
1,5660,-4.2668
1,5670,-4.8179
1,5680,-4.3297
1,5690,-4.3069
1,5700,-4.4206
1,5710,-3.8564
1,5720,-4.5954
1,5730,-4.9784
1,5740,-3.4974
1,5750,-4.2114
1,5760,-3.3401
1,5770,-3.3992
1,5780,-4.5046
1,5790,-4.5688
1,5800,-3.5059
1,5810,-3.7786
1,5820,-4.0287
1,5830,-4.5229
1,5840,-4.7263
1,5850,-4.6601
1,5860,-5.1862
1,5870,-7.0968
1,5880,-5.3342
1,5890,-5.9943
1,5900,-5.972
1,5910,-5.6842
1,5920,-5.1526
1,5930,-4.9154
1,5940,-4.9805
1,5950,-5.7835
1,5960,-6.2529
1,5970,-4.4314
1,5980,-4.6694
1,5990,-4.101
1,6000,-3.6972
2,70,-11.6416
2,80,-5.798
2,90,-6.5617
2,100,-3.3161
2,110,-3.2906
2,120,-4.2842
2,130,-4.4423
2,140,-3.1475
2,150,-2.0786
2,160,-2.4555
2,170,-3.024
2,180,-0.6631
2,190,-1.1259
2,200,-1.0678
2,210,-0.6727
2,220,-0.801
2,230,-2.523
2,240,-1.4187
2,250,0.3871
2,260,-0.2808
2,270,-0.8784
2,280,-1.5487
2,290,0.5286
2,300,0.6002
2,310,-0.8521
2,320,-1.2121
2,330,-1.0928
2,340,1.1518
2,350,0.3906
2,360,-0.1555
2,370,1.4699
2,380,1.3553
2,390,0.2307
2,400,2.5474
2,410,1.0596
2,420,-0.8577
2,430,1.8278
2,440,0.9725
2,450,0.8416
2,460,-0.7826
2,470,1.5048
2,480,1.1025
2,490,1.105
2,500,1.4259
2,510,2.1651
2,520,2.591
2,530,0.5884
2,540,2.4992
2,550,0.7934
2,560,1.0579
2,570,-0.1526
2,580,1.3496
2,590,3.2482
2,600,2.8923
2,610,0.6762
2,620,1.424
2,630,0.2684
2,640,1.1721
2,650,1.7201
2,660,2.6295
2,670,3.0798
2,680,2.4993
2,690,3.2429
2,700,0.8822
2,710,2.2798
2,720,1.6194
2,730,2.2035
2,740,2.482
2,750,3.0373
2,760,3.0432
2,770,2.3297
2,780,3.1955
2,790,2.2214
2,800,3.3397
2,810,3.381
2,820,1.842
2,830,2.3281
2,840,3.0969
2,850,1.3671
2,860,1.7942
2,870,2.303
2,880,2.5086
2,890,1.8737
2,900,2.0074
2,910,1.963
2,920,1.9406
2,930,2.6497
2,940,2.9378
2,950,2.6192
2,960,3.3438
2,970,2.4846
2,980,2.6511
2,990,2.1438
2,1000,2.1192
2,1010,2.1744
2,1020,3.297
2,1030,2.231
2,1040,1.3058
2,1050,3.2785
2,1060,3.7329
2,1070,3.5039
2,1080,3.2648
2,1090,2.2057
2,1100,2.3079
2,1110,1.8289
2,1120,2.6991
2,1130,2.9647
2,1140,2.4021
2,1150,1.4632
2,1160,0.7167
2,1170,2.0074
2,1180,1.5006
2,1190,1.6181
2,1200,2.2159
2,1210,2.8003
2,1220,1.6315
2,1230,0.5143
2,1240,-1.2927
2,1250,-0.9596
2,1260,-2.8765
2,1270,-1.584
2,1280,-2.2843
2,1290,-0.9442
2,1300,2.713
2,1310,3.6514
2,1320,3.1796
2,1330,3.0471
2,1340,3.7684
2,1350,2.589
2,1360,1.9402
2,1370,3.0068
2,1380,3.5111
2,1390,3.1953
2,1400,2.8734
2,1410,2.6527
2,1420,4.5285
2,1430,2.1272
2,1440,2.179
2,1450,2.6274
2,1460,3.7656
2,1470,3.6735
2,1480,2.3985
2,1490,1.4584
2,1500,4.4889
2,1510,3.112
2,1520,3.2009
2,1530,3.2752
2,1540,3.4956
2,1550,2.3065
2,1560,3.5767
2,1570,3.5263
2,1580,3.8273
2,1590,2.7844
2,1600,2.7604
2,1610,2.383
2,1620,2.1737
2,1630,2.4916
2,1640,2.9796
2,1650,2.9081
2,1660,3.0598
2,1670,3.2026
2,1680,2.0614
2,1690,2.5374
2,1700,2.5066
2,1710,1.9853
2,1720,0.6224
2,1730,2.0058
2,1740,1.552
2,1750,1.5419
2,1760,1.9271
2,1770,0.9251
2,1780,1.6963
2,1790,2.8036
2,1800,2.3671
2,1810,2.2403
2,1820,2.3375
2,1830,2.2648
2,1840,1.2302
2,1850,1.2606
2,1860,1.7322
2,1870,1.352
2,1880,0.9577
2,1890,2.1244
2,1900,2.0021
2,1910,0.276
2,1920,0.2501
2,1930,2.4658
2,1940,0.855
2,1950,0.7433
2,1960,0.8328
2,1970,1.0701
2,1980,0.2414
2,1990,0.5489
2,2000,1.0745
2,2010,0.9906
2,2020,0.064
2,2030,0.1045
2,2040,1.3377
2,2050,1.2247
2,2060,-0.1462
